;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region
9918;tt0439809;Journey of the Doomed;Shui er wu shi;1985;93.0;['Action'];US
9919;tt0440209;Les chômeurs en folie;Les chômeurs en folie;1982;89.0;['Comedy'];FR
9920;tt0441284;Give Me Five!;Give Me Five!;1984;;['Comedy'];US
9921;tt0441480;Sexo, Sexo;Sexo, Sexo, e Sexo;1984;90.0;['Crime'];US
9922;tt0441482;Shoot That Ball;Shoot That Ball;1987;;['Comedy'];GB
9923;tt0442585;Apmaan;Apmaan;1982;;['Drama'];FR
9924;tt0445046;Raiders of the Shaolin Temple;Shao Lin nian si liu ma;1982;89.0;['Action', 'Drama'];GB
9925;tt0445203;Bad Bananas on the Silver Screen;Bad bananas sa puting tabing;1983;132.0;['Adventure', 'Comedy'];US
9926;tt0445388;The Informer;Jin shou zhi;1980;99.0;['Thriller'];US
9927;tt0445499;Kinderen van toen en nu;Kinderen van toen en nu;1981;50.0;['Drama'];US
9928;tt0445643;Too Big a Chance;Prílis velká sance;1985;87.0;['Crime'];US
9929;tt0446473;Spittin' Image;Spittin' Image;1982;;['Family'];US
9930;tt0448392;Bond 303;Bond 303;1985;;['Action', 'Adventure', 'Crime'];GB
9931;tt0450453;The Last Roommate;The Last Roommate;1985;;['Drama'];US
9932;tt0452174;The Case of Marcel Duchamp;The Case of Marcel Duchamp;1984;103.0;['Drama'];GB
9933;tt0452312;Blood Hunt;Lukso ng dugo;1981;;['Action', 'Drama'];US
9934;tt0452794;The Hour of Fear;A Hora do Medo;1986;78.0;['Horror'];US
9935;tt0454498;La Verbotene Voyage;La Verbotene Voyage;1989;45.0;['Comedy'];US
9936;tt0454548;Shuto Konsoku Trial;Shuto Kôsoku toraiaru;1988;95.0;['Action', 'Adventure'];US
9937;tt0455391;Mobfix Patrol;Chung fung che;1981;99.0;['Adventure', 'Crime', 'Thriller'];US
9938;tt0456355;The Crazy Professor;The Crazy Professor;1985;;['Comedy', 'Sport'];US
9939;tt0456616;I'm Looking for a Bed;Procuro Uma Cama;1982;85.0;['Drama'];US
9940;tt0456892;The Young Rebels;Chichi yo haha yo!;1980;132.0;['Drama'];US
9941;tt0456960;G.B.H.;G.B.H.;1983;73.0;['Comedy', 'Crime', 'Drama'];GB
9942;tt0457020;Kirik Bir Ask Hikayesi;Kirik Bir Ask Hikayesi;1981;95.0;['Drama'];FR
9943;tt0457033;The Last Night;The Last Night;1983;50.0;['Horror'];GB
9944;tt0457148;Suffer Little Children;Suffer Little Children;1983;74.0;['Horror'];US
9945;tt0457490;Star Worms II: Attack of the Pleasure Pods;Star Worms II: Attack of the Pleasure Pods;1985;90.0;['Sci-Fi'];US
9946;tt0457872;Diana, Eva: Two Strange Women;Duas Estranhas Mulheres;1981;88.0;['Drama', 'Horror', 'Mystery'];US
9947;tt0457949;A Ilha do Amor;A Ilha do Amor;1981;104.0;['Adventure'];GB
9948;tt0459522;Goldrunner;Goldrunner;1980;90.0;['Action', 'Crime', 'Drama'];US
9949;tt0459589;La vida de nuestro señor Jesucristo;La vida de nuestro señor Jesucristo;1980;91.0;['Drama', 'Family', 'History'];US
9950;tt0459867;Kita no hotaru;Kita no hotaru;1984;125.0;['Drama'];US
9951;tt0460057;Those Swell Yakuza;Yakuza tosei no sutekina menmen;1988;109.0;['Comedy', 'Crime', 'Drama'];US
9952;tt0461517;High School Scandal;High School Scandal;1981;90.0;['Drama'];US
9953;tt0461796;Kevin Can Wait;Kevin Can Wait;1983;51.0;['Drama'];US
9954;tt0462699;Conan the Future Boy: The Big Giant Robot's Resurrection;Mirai shônen Konan Tokubetsu-hen: Kyodaiki Giganto no Fukkatsu;1984;49.0;['Adventure', 'Animation', 'Family'];US
9955;tt0465180;Forward March;Forward March;1987;;['Action', 'Comedy'];GB
9956;tt0465297;When I Fall in Love;When I Fall in Love;1986;;['Comedy', 'Drama', 'Romance'];US
9957;tt0465758;Santa Claus Is Coming to Town!;Santa Claus Is Coming to Town!;1982;90.0;['Drama', 'Family', 'Romance'];US
9958;tt0466239;A Night at the Magic Castle;A Night at the Magic Castle;1988;;['Adventure', 'Family', 'Fantasy'];US
9959;tt0466485;Message to Sandra;Skilaboð til Söndru;1983;83.0;['Comedy'];US
9960;tt0466772;Eastwood and Bronson;Eastwood and Bronson;1989;;['Action', 'Comedy'];US
9961;tt0466776;Elvis & James;Elvis & James;1989;103.0;['Comedy', 'Musical'];GB
9962;tt0466784;Everlasting Love;Everlasting Love;1989;;['Drama', 'Romance'];GB
9963;tt0466826;Here Comes the Bride;Here Comes the Bride;1989;;['Drama', 'Romance'];GB
9964;tt0467596;The Marriage;Kasal?;1980;;['Drama', 'Romance'];US
9965;tt0467676;Shame;Shame;1983;;['Drama'];US
9966;tt0468121;Soltero;Soltero;1984;130.0;['Drama'];US
9967;tt0469591;The Sisters;The Sisters;1987;117.0;['Drama'];US
9968;tt0469611;Super Mario Brothers: Great Mission to Rescue Princess Peach;Sûpâ Mario burazâzu: Pîchi-hime kyushutsu dai sakusen!;1986;60.0;['Adventure', 'Animation', 'Comedy'];US
9969;tt0469785;A Limousine the Colour of Midsummer's Eve;Limuzins Janu nakts krasa;1981;84.0;['Comedy', 'Drama'];US
9970;tt0471287;Ocean Drive Weekend;Ocean Drive Weekend;1985;77.0;['Comedy'];US
9971;tt0472415;Rennyo and His Mother;Rennyo to sono haha;1981;93.0;['Animation'];US
9972;tt0472530;Hell W10;Hell W10;1983;49.0;['Crime'];GB
9973;tt0474439;Trop tard Balthazar;Trop tard Balthazar;1986;82.0;['Comedy', 'Drama'];FR
9974;tt0474696;Girlfriend;Girlfriend;1980;;['Drama', 'Romance'];GB
9975;tt0474820;Mother Dear;Mother Dear;1982;;['Drama'];US
9976;tt0475523;Blue Jeans;Blue Jeans;1981;;['Comedy', 'Drama'];GB
9977;tt0475722;The Overcoat;Shinel;1981;60.0;['Animation'];FR
9978;tt0476277;Kodomo no koro sensô ga atta;Kodomo no koro sensô ga atta;1981;101.0;['Drama', 'War'];GB
9979;tt0477951;Castle of De Sade;O Castelo das Taras;1982;90.0;['Horror'];US
9980;tt0480480;Waikiki;Waikiki;1980;127.0;['Drama', 'Romance'];GB
9981;tt0481276;The Greatest Story Never Told;The Greatest Story Never Told;1983;45.0;['Drama'];US
9982;tt0481847;Fugitive in Paris;Fugitive in Paris;1987;65.0;['Comedy'];US
9983;tt0481873;Living in the World;Living in the World;1985;95.0;['Comedy'];US
9984;tt0484283;The New Morning of Billy the Kid;Birî za kiddo no atarashii yoake;1986;109.0;['Action', 'Comedy', 'Crime'];US
9985;tt0484373;The Tragedy of Romeo and Juliet;The Tragedy of Romeo and Juliet;1982;;['Drama'];US
9986;tt0486893;The Princess and the Robot;A Princesa e o Robô;1983;93.0;['Adventure', 'Animation', 'Family'];US
9987;tt0486969;Drug Runners;Drug Runners;1988;86.0;['Action'];US
9988;tt0488191;Johnny Rocky Tanggo Part IV;Johnny Rocky Tanggo Part IV;1986;;['Action', 'Comedy'];GB
9989;tt0489729;Naked Rose;Hubo sa dilim;1986;102.0;['Drama', 'Mystery'];US
9990;tt0490802;The imperilled;Barzakhiha;1983;147.0;['Action', 'Drama', 'Thriller'];US
9991;tt0491911;Beddua;Beddua;1980;97.0;['Drama', 'Music'];FR
9992;tt0492098;Curse of the Red Butterfly;Kirmizi Kelebek;1982;108.0;['Action', 'Adventure', 'Crime'];US
9993;tt0492381;Tomruk;Tomruk;1982;83.0;['Adventure', 'Drama'];US
9994;tt0494721;I Love You Three Times a Day;I Love You Three Times a Day;1988;;['Comedy', 'Drama'];GB
9995;tt0494902;Zigomar;Zigomar;1984;;['Action'];FR
9996;tt0494921;Ask Adasi;Ask Adasi;1983;;['Drama'];US
9997;tt0495231;My Country My Hat;My Country My Hat;1983;84.0;['Drama'];GB
9998;tt0495768;Journey to the Land of Rimbaud;Voyage au pays De Rimbaud;1983;65.0;['Biography', 'Drama'];US
9999;tt0495897;Smith & Wesson;Smith & Wesson;1988;;['Action', 'Comedy'];US
10000;tt0497161;Ambush;Ambush;1988;123.0;['Action', 'War'];US
10001;tt0499226;Nightmare;Kaboos;1989;95.0;['Horror'];FR
10002;tt0499546;Pompa;Pompa;1980;;['Comedy', 'Drama', 'Fantasy'];US
10003;tt0756288;Blood Debts;Blood Debts;1985;86.0;['Action', 'Crime', 'Thriller'];US
10004;tt0757143;Ahas sa paraiso;Ahas sa paraiso;1984;;['Drama', 'Romance'];US
10005;tt0757195;Experience;Experience;1984;99.0;['Crime', 'Drama', 'Romance'];GB
10006;tt0757260;Magsindugo;Magsindugo;1989;;['Drama', 'War'];US
10007;tt0757261;Mahilig;Mahilig;1984;;['Drama'];US
10008;tt0757262;Makakating hayop;Makakating hayop;1984;;['Romance'];US
10009;tt0757293;Okey olarayt;Okey olarayt;1984;;['Comedy'];US
10010;tt0765055;The Bicycle;Das Fahrrad;1982;88.0;['Drama'];US
10011;tt0765104;Der Magdalenenbaum;Der Magdalenenbaum;1989;78.0;['Drama'];US
10012;tt0777759;Spring;Bahar;1986;86.0;['Drama', 'Family', 'War'];US
10013;tt0777942;The Politicians;Meiso chizu;1983;136.0;['Crime', 'Drama', 'Mystery'];US
10014;tt0778767;Made in Brazil;Made in Brazil;1985;90.0;['Comedy', 'Sci-Fi'];GB
10015;tt0780052;Mirza Norooz's Shoes;Kafsh-haye Mirza Norooz;1985;;['Comedy'];US
10016;tt0788164;Virgins from Hell;Perawan di Sarang Sindikat;1987;93.0;['Action', 'Crime', 'Thriller'];US
10017;tt0789767;Aijou monogatari;Aijou monogatari;1984;100.0;['Drama', 'Musical'];US
10018;tt0793572;The 29th Night;Shab-e bist o nohom;1989;119.0;['Horror', 'Mystery', 'Thriller'];US
10019;tt0796605;Shadows of the Mind;Shadows of the Mind;1980;80.0;['Horror', 'Thriller'];US
10020;tt0806108;The Last Kids on Earth;The Last Kids on Earth;1983;105.0;['Drama'];US
10021;tt0807760;Die Reise das Land;Die Reise das Land;1987;137.0;['Drama'];US
10022;tt0808386;Murder: No Apparent Motive;Murder: No Apparent Motive;1984;75.0;['Crime', 'Documentary'];US
10023;tt0808458;The Mirage;Sarab;1986;105.0;['Drama', 'Family', 'Thriller'];US
10024;tt0810078;Jacques Mesrine: profession ennemi public;Jacques Mesrine: profession ennemi public;1984;93.0;['Biography', 'Crime', 'Documentary'];US
10025;tt0817956;Target Eve Island;Target Eve Island;1983;;['Action'];GB
10026;tt0819827;The Blind Side of God;The Blind Side of God;1987;;['Action'];GB
10027;tt0825730;Silent But Deadly;Silent But Deadly;1987;;['Comedy'];US
10028;tt0833978;Mere Baad;Mere Baad;1988;140.0;['Drama'];FR
10029;tt0834172;Terror;Terror;1985;126.0;['Drama'];US
10030;tt0839995;Superman II: The Richard Donner Cut;Superman II: The Richard Donner Cut;1980;116.0;['Action', 'Adventure', 'Romance'];US
10031;tt0844321;Ogroff;Ogroff;1983;90.0;['Horror'];FR
10032;tt0844331;Phantom Raiders;Phantom Raiders;1988;90.0;['Action'];FR
10033;tt0847478;Daliás idök;Daliás idök;1983;79.0;['Animation', 'History', 'War'];FR
10034;tt0847894;The Riverbed;The Riverbed;1986;95.0;['Drama'];US
10035;tt0869112;New Girl;New Girl;1985;110.0;['Comedy'];US
10036;tt0870992;Cyclops;Kikuropusu;1987;52.0;['Horror', 'Sci-Fi'];US
10037;tt0878827;Scratch;Scratch;1982;90.0;['Comedy', 'Drama', 'Sport'];US
10038;tt0887999;Deadly Silver Angels;Yan zhi hu;1981;83.0;['Action', 'Crime', 'Drama'];US
10039;tt0892090;On the Loose;On the Loose;1984;83.0;['Drama'];GB
10040;tt0892314;Fighting Life;Ji qiao ren wu;1981;90.0;['Action'];US
10041;tt0899227;Vikram;Vikram;1986;;['Action', 'Drama', 'Romance'];US
10042;tt0901517;War Bus;War Bus;1985;92.0;['Action', 'War'];US
10043;tt0902345;Time of Tears;Time of Tears;1987;100.0;['Drama'];US
10044;tt0906088;Tiger Commando;Tiger Commando;1988;77.0;['Action'];US
10045;tt0906328;Ninja of the Magnificence;American Ninja: The Magnificent;1988;90.0;['Action'];US
10046;tt0907896;Blood Boy Beasts ... Ready for Anything;Blutjunge Biester... zu allem bereit;1984;82.0;['Comedy'];US
10047;tt0922506;La meilleure façon de s'envoyer en l'air;La meilleure façon de s'envoyer en l'air;1981;76.0;['Comedy'];FR
10048;tt0924429;Apartment Wife: Ass Slave;Danchizuma shiri dorei;1985;67.0;['Drama'];US
10049;tt0924498;Strike of the Tortured Angels;Strike of the Tortured Angels;1982;80.0;['Action'];US
10050;tt0926106;The Magic Legs;Wu di yuan yang tui;1989;;['Action'];US
10051;tt0926298;Hong xiang;Hong xiang;1982;78.0;['Family'];US
10052;tt0930864;Female Prisoner: Cage;Joshû ori;1983;68.0;['Crime', 'Drama', 'Romance'];US
10053;tt0933763;Protectors of Universe;Super teukgeup Majingga 7;1983;70.0;['Action', 'Animation', 'Sci-Fi'];US
10054;tt0934571;Corpse Mania;Shi yao;1981;81.0;['Crime', 'Horror', 'Mystery'];US
10055;tt0939885;Mr. Haghdoost's House;Khane-ye agha-ye Haghdoost;1980;78.0;['Comedy', 'Drama'];US
10056;tt0940744;Olongapo... The Great American Dream;Olongapo... The Great American Dream;1987;;['Drama'];US
10057;tt0940871;Rat Tales;Rat Tales;1986;50.0;['Drama'];GB
10058;tt0940918;The Supreme Swordsman;Zhi zhuan yi jian;1984;95.0;['Action', 'Adventure'];US
10059;tt0943465;The Eagles;Oghab-ha;1985;95.0;['Action', 'War'];US
10060;tt0944119;Salamamgkero;Salamamgkero;1986;85.0;['Fantasy', 'Horror'];US
10061;tt0944139;The White Alligator;Ratu buaya putih;1988;95.0;['Horror'];US
10062;tt0953564;A Footstep on Sand;Radd-e payi bar shen;1988;101.0;['Drama', 'History', 'Thriller'];US
10063;tt0955231;The Brown Ninja;The Brown Ninja;1987;100.0;['Action'];US
10064;tt0961048;The Thief and the Writer;Dozd o nevisande;1987;90.0;['Drama'];US
10065;tt0961077;Rachna;Rachna;1983;118.0;['Family'];GB
10066;tt0970400;People on the Top;Ahl el qema;1981;118.0;['Drama'];US
10067;tt0972817;Heart of the Garden;Heart of the Garden;1985;;['Drama'];US
10068;tt0973837;Laughter and Grief by the White Sea;Smekh i gore u Bela morya;1987;59.0;['Animation', 'Comedy', 'Drama'];US
10069;tt0976228;Brothers of the Wilderness;Brothers of the Wilderness;1984;80.0;['Family'];US
10070;tt0978609;Identity;Hoviyat;1987;92.0;['Drama', 'War'];US
10071;tt0978648;Travellers of Moonlight;Mosaferan-e mahtab;1988;110.0;['Comedy', 'Drama', 'Family'];US
10072;tt0985617;Hee-Man: Master of None;Hee-Man: Master of None;1985;;['Action', 'Comedy', 'Fantasy'];GB
10073;tt0990379;Curse of Evil;Xie zhou;1982;79.0;['Horror', 'Thriller'];US
10074;tt0991010;Mad Warrior;Mad Warrior;1984;75.0;['Action', 'Fantasy', 'Sci-Fi'];US
10075;tt0991254;Y flippe ton vieux;Y flippe ton vieux;1982;84.0;['Comedy'];FR
10076;tt0995044;The Long Island Four;The Long Island Four;1980;80.0;['Drama'];US
10077;tt0997248;The Cat Who Walked by Herself;Koshka, kotoraya gulyala sama po sebe;1988;70.0;['Animation', 'Drama'];US
10078;tt10005330;The 'Magic-Cat' and the 'Tough-Spider';Shen mao yu tie zhi zhu;1989;96.0;['Action', 'Thriller'];US
10079;tt10023088;Snow Wolf;Xue lang;1989;83.0;['Drama'];US
10080;tt1002457;The Flight in the Night;Parvaz dar shab;1987;115.0;['Drama', 'War'];US
10081;tt1003059;Sleepwalker;Sleepwalker;1984;51.0;['Horror'];GB
10082;tt1007928;Brantôme 81: Vie de dames galantes;Brantôme 81: Vie de dames galantes;1982;123.0;['Drama'];FR
10083;tt10087168;Brother Boss and Sister Electricia;Lao ban ge he dian mei zi;1984;85.0;['Drama', 'Romance'];US
10084;tt1010295;Alice;Alice;1988;85.0;['Fantasy'];US
10085;tt10107764;Retribution;Retribution;1988;;['Action'];US
10086;tt10116978;Hero;Hero;1989;;['Comedy'];US
10087;tt10151090;Dorothy and Alan at Norma Place;Dorothy and Alan at Norma Place;1982;118.0;['Biography', 'Drama'];US
10088;tt1015980;The Ideon: Be Invoked;Densetsu kyojin ideon: Hatsudou-hen;1982;98.0;['Animation', 'Sci-Fi'];US
10089;tt10185818;The Case of the Missing Consciousness;The Case of the Missing Consciousness;1980;79.0;['Comedy', 'Sci-Fi'];US
10090;tt1020890;The Big Tease: Here Comes Another One;Ha-Meticha Ha'Gdola;1984;84.0;['Comedy'];US
10091;tt1021003;In-Laws;Xi ying men;1981;100.0;['Drama', 'Family'];GB
10092;tt10229638;Dòng Sông Không Quên;Dòng Sông Không Quên;1989;71.0;['Drama'];FR
10093;tt10251054;Eyes of the Condor;Eyes of the Condor;1987;88.0;['Action', 'Adventure', 'Comedy'];FR
10094;tt10256536;Rimbaud in L.A.;Rimbaud in L.A.;1982;104.0;['Biography', 'Drama'];US
10095;tt10270440;Live and Let Live;Live and Let Live;1985;;['Action'];US
10096;tt10272154;The Long Gun;Guan du feng yun;1988;;['Action'];US
10097;tt10338782;Adrift at Sea;Kairei;1983;97.0;['Drama'];US
10098;tt10359378;The Land of William Tell;Le Pays de Guillaume Tell;1985;75.0;['Drama'];US
10099;tt10365766;The Sun Moon Legend;Xin yue chuan qi;1980;90.0;['Adventure', 'Romance'];US
10100;tt1037724;Front OK, Behind OK;Depan Bisa Belakang Bisa;1987;86.0;['Comedy', 'Crime'];US
10101;tt1040019;Hitman the Cobra;Hitman the Cobra;1987;90.0;['Action'];US
10102;tt1043754;Untouchable Glory;Untouchable Glory;1988;90.0;['Action'];US
10103;tt1045002;Akin ka ngayong gabi;Akin ka ngayong gabi;1987;94.0;['Drama'];FR
10104;tt10467624;Golden Buddha Against the Snake Phantom;Ngû yaks;1982;;['Action', 'Adventure', 'Fantasy'];US
10105;tt10488810;Magic Killer;Bun pheng hip lek;1980;;['Adventure', 'Horror', 'Thriller'];US
10106;tt10504938;Monty Pythons galna show;Monty Pythons galna show;1985;71.0;['Comedy'];GB
10107;tt1056096;Master Killers;Fen zhu chi lao hu;1980;86.0;['Action', 'Drama'];US
10108;tt1056469;Heaven's Heroes;Heaven's Heroes;1980;80.0;['Action', 'Drama'];US
10109;tt1058064;Marital Bliss;Ayam fi al-halal;1985;90.0;['Drama', 'Romance'];US
10110;tt10592328;The Minamata Mural;Minamata no zu monogatari;1981;111.0;['Drama'];US
10111;tt10666476;Escape from Kingdom;Sha chu huang guo;1988;94.0;['Thriller'];US
10112;tt10750898;Fire Dragon;Fire Dragon;1983;74.0;['Action'];GB
10113;tt10757726;Older Master Cute;Qi cai ka tong Lao Fu Zi;1981;80.0;['Animation', 'Comedy'];US
10114;tt10764018;TimeFighters;TimeFighters;1984;99.0;['Adventure', 'Animation', 'Fantasy'];US
10115;tt10833178;Autumn Spring;Qiu tian li de chuan tian;1985;122.0;['Drama'];US
10116;tt10833182;The Celebrities in Lane;Xiao xiang ming liu;1985;84.0;['Drama'];US
10117;tt1085810;Eclipse sur un ancien chemin vers Compostelle;Eclipse sur un ancien chemin vers Compostelle;1980;101.0;['Comedy', 'Drama'];FR
10118;tt1086695;Consider It All Joy;Consider It All Joy;1986;58.0;['Drama'];US
10119;tt1086729;Zack;Zack;1983;63.0;['Drama'];US
10120;tt1087433;South Shaolin vs. North Shaolin;Buksorim namtaegwon;1984;91.0;['Action', 'War'];US
10121;tt1087651;Le blaireau s'fait mousser;Le blaireau s'fait mousser;1983;77.0;['Comedy'];FR
10122;tt10899398;Scream Test;Scream Test;1988;;['Horror'];US
10123;tt1090333;My heritage, insanity;Miras-e man, jonoon;1981;;['Horror', 'Mystery', 'Thriller'];US
10124;tt10913258;Yarwood in Town;Yarwood in Town;1982;50.0;['Comedy'];GB
10125;tt10926740;Ransom;Ransom;1988;108.0;['Action', 'Adventure'];US
10126;tt1094263;Private Party;Mehmani-e khosoosi;1987;;['Drama'];US
10127;tt1094289;Old Master;Yi lao yi xiao yi gen ding;1981;;['Action', 'Comedy'];US
10128;tt10947088;One Day When We Were Young;Ji de dang shi;1985;;['Drama', 'Romance'];US
10129;tt10972466;Funny Face;Chou xiao ya;1985;92.0;['Comedy'];US
10130;tt10973882;The Fishing Adventure;Tao hai de ren;1983;;['Drama'];US
10131;tt10988628;Legacy of the Stars;Legacy of the Stars;1980;;['Drama'];US
10132;tt11015916;The Powerful Men;Zhao ni suan zhang;1989;89.0;['Thriller'];US
10133;tt1102364;The Undaunted Wudang;Wudang;1983;102.0;['Action'];US
10134;tt11036060;The Dove & The Jr. Rogues;The Dove & The Jr. Rogues;1982;;['Drama'];US
10135;tt1105368;The Scarecrow;Matarsak;1984;95.0;['Drama', 'Family'];US
10136;tt1105370;The Encounter;Molaghat;1987;88.0;['Drama', 'Thriller'];US
10137;tt11057460;Moonlight Flower;Yue ye hua;1989;100.0;['Drama'];US
10138;tt11061826;The 'Ten' Girls;The 'Ten' Girls;1981;;['Comedy'];US
10139;tt11088128;Forbidden Lessons;Forbidden Lessons;1982;;['Comedy'];US
10140;tt11090032;Voluptuous Graduates;Voluptuous Graduates;1980;;['Comedy'];US
10141;tt1109469;Family Tree;Family Tree;1985;52.0;['Documentary', 'Family'];GB
10142;tt11109896;Merry Wives of Windsor;Merry Wives of Windsor;1981;;['Comedy'];US
10143;tt11111564;Romeo and Juliet;Romeo and Juliet;1981;;['Romance'];US
10144;tt1112735;Flight in the Cage;Parvaz dar ghafas;1980;;['Drama'];US
10145;tt11167010;The Captain and I;Shang wei yu wo;1981;95.0;['Drama'];US
10146;tt1116752;Land of Lovers;Diar-e asheghan;1984;103.0;['Drama', 'War'];US
10147;tt1116799;Border;Marz;1980;114.0;['Action', 'War'];US
10148;tt1116847;The Musketeer;Tofangdar;1984;117.0;['Action', 'Crime', 'Drama'];US
10149;tt1119661;The Living and the Dead;Yin yang jie;1988;88.0;['Drama'];US
10150;tt1121960;Pension;Pension;1984;;['Drama', 'Family'];US
10151;tt11220112;Jatt in London;Jatt in London;1981;;['Action', 'Musical'];GB
10152;tt11227568;Blood Brothers;Blood Brothers;1989;50.0;['Horror'];US
10153;tt11243034;ADJ;Anokha Daaj;1981;142.0;['Action', 'Drama', 'Family'];US
10154;tt11243588;SHER MEDAN DA;Sher Medan Da;1981;138.0;['Action', 'Family', 'Musical'];US
10155;tt11262264;The Cup;Al-Kas;1986;76.0;['Comedy', 'Sport'];US
10156;tt11295402;A Celtic Trilogy;A Celtic Trilogy;1980;90.0;['Drama'];US
10157;tt11305678;Winter Blossom;Dong mei;1980;;['Drama'];US
10158;tt11343832;Crime Hunter;Crime Hunter;1989;60.0;['Action'];US
10159;tt1135484;The Cute... the Sexy n' the Tiny;The Cute... the Sexy n' the Tiny;1982;;['Comedy'];GB
10160;tt11355060;Social Development Series;Social Development Series;1982;83.0;['Animation', 'Documentary', 'Family'];US
10161;tt1139670;World Safari II: The Final Adventure;World Safari II: The Final Adventure;1984;128.0;['Adventure', 'Documentary'];US
10162;tt11423074;The Falcon;Lie ying;1989;88.0;['Action', 'Adventure', 'Crime'];US
10163;tt1142401;Birthday;Milad;1985;134.0;['Drama', 'Thriller'];US
10164;tt11443708;Older Master Cute Part III;Shan T Lao Fu Zi;1983;73.0;['Animation'];US
10165;tt11443940;Mati sheng sui;Mati sheng sui;1987;96.0;['Drama', 'History', 'War'];US
10166;tt1147509;Doraemon: Nobita and the Castle of the Undersea Devil;Doraemon: Nobita no Kaitei kiganjô;1983;94.0;['Adventure', 'Animation', 'Comedy'];US
10167;tt1147511;Doraemon: Nobita and the Birth of Japan;Doraemon: Nobita no Nihon tanjô;1989;102.0;['Adventure', 'Animation', 'Family'];US
10168;tt1147515;Doraemon: The Records of Nobita, Spaceblazer;Doraemon: Nobita no Uchû kaitakushi;1981;90.0;['Adventure', 'Animation', 'Family'];US
10169;tt1147517;Doraemon: Nobita's Dinosaur;Doraemon: Nobita no kyôryû;1980;92.0;['Adventure', 'Animation', 'Family'];US
10170;tt1147518;Doraemon: Nobita's Great Adventure into the Underworld;Doraemon: Nobita no makai dai bôken;1984;97.0;['Adventure', 'Animation', 'Family'];US
10171;tt1147525;Doraemon: Nobita's Version of Saiyuki;Doraemon: Nobita no Parareru saiyûki;1988;90.0;['Adventure', 'Animation', 'Family'];US
10172;tt1147527;Doraemon: Nobita and the Knights on Dinosaurs;Doraemon: Nobita to Ryû no kishi;1987;90.0;['Adventure', 'Animation', 'Family'];US
10173;tt1147528;Doraemon: Nobita and the Steel Troops;Doraemon: Nobita to tetsujin heidan;1986;97.0;['Adventure', 'Animation', 'Family'];US
10174;tt1149369;Agent 00;Agent 00;1981;;['Action', 'Comedy'];GB
10175;tt11512218;The Legend of a Tycoon;Chuan qi ren wu;1981;;['Drama'];US
10176;tt11512508;Death of the Flower;Li hua jie;1980;85.0;['Drama'];US
10177;tt11512640;From the Apennines to the Andes: The Movie;Haha o Tazunete Sanzenri;1980;107.0;['Adventure', 'Animation', 'Drama'];US
10178;tt11512742;Promising Young Boy;Quan li fan tan;1987;91.0;['Adventure'];US
10179;tt1151385;Autumn;Payizan;1987;96.0;['Drama', 'Family'];US
10180;tt11525810;Bloody Killer;San dian tu po;1989;;['Crime', 'Mystery'];US
10181;tt11534440;Island Love Song;Island Love Song;1987;;['Drama'];GB
10182;tt11549394;Worlds Apart;Worlds Apart;1985;75.0;['Drama'];GB
10183;tt1155730;Hunt;Shekar;1987;103.0;['Drama'];US
10184;tt11562864;The Fist of Death;El puño de la muerte;1982;97.0;['Action', 'Adventure', 'Sci-Fi'];US
10185;tt11564648;The Third Class Citizens;San deng guo min;1987;92.0;['Drama', 'History'];US
10186;tt11574932;The Ogre;The Ogre;1988;94.0;['Horror'];US
10187;tt1159201;Aussie Assault;Aussie Assault;1984;82.0;['Adventure', 'Biography', 'Documentary'];US
10188;tt1159576;Vertigo College;Shigarami gakuen;1980;63.0;['Crime'];US
10189;tt1160024;Spirit;Spirit;1989;;['Drama'];GB
10190;tt1160729;The Inner Beast;Hayoola-ye daroon;1983;;['Drama', 'Horror', 'Mystery'];US
10191;tt1160931;Public Enemy Number One;Public Enemy Number One;1981;60.0;['Biography', 'Documentary', 'War'];US
10192;tt11616674;Porn Freak;Ye mu xia de huang se you ling;1989;100.0;['Crime', 'Drama', 'Mystery'];US
10193;tt11639768;The Red Spider;Hong zhi zhu;1988;91.0;['Crime', 'Drama'];US
10194;tt11673782;Ragnarok;Ragnarok;1983;80.0;['Action', 'Adventure', 'Animation'];GB
10195;tt11744246;Westbound Convict Train;Xixing qiuche;1989;86.0;['Crime', 'Drama'];US
10196;tt1174690;Diary of Cristina Gaston;Diary of Cristina Gaston;1982;;['Drama'];US
10197;tt11749680;Crocodile Evil;E jiang;1986;84.0;['Crime', 'Fantasy', 'Horror'];US
10198;tt11754136;Kawashima Yoshiko;Chuandao fangzi;1989;98.0;['Drama', 'War'];US
10199;tt11785660;0.38;Ling dian san ba;1980;88.0;['Crime', 'Drama'];US
10200;tt11813842;Sampson vs the Supreme Dictator from Outer Space;Sampson vs the Supreme Dictator from Outer Space;1986;59.0;['Action', 'Fantasy', 'Sci-Fi'];US
10201;tt11845644;Trilogy for One Man;Trilogie pour un homme seul;1987;53.0;['Adventure', 'Documentary', 'Sport'];US
10202;tt11853874;A Girl Not to Be an Actress;Budang yanyuan de guniang;1983;103.0;['Drama', 'Music'];US
10203;tt11884554;The Olympic Challenge;Arisubyeon-ui kkumnamu;1987;75.0;['Animation', 'Sport'];US
10204;tt11884718;Magic Boy Muttul;Meoteoldosa;1989;;['Action', 'Animation'];US
10205;tt1189033;Dr. Slump: Hoyoyo! Space Adventure;Dokutâ suranpu;1982;90.0;['Animation'];US
