;tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes
17286;tt0313616;movie;Smartta na zaeka;Smartta na zaeka;False;1982;;87.0;['Drama'];6.6;16.0
17287;tt0313628;movie;Shaolin and Taegeukmun;Solimgwa taegeukmun;False;1983;;90.0;['Action'];;
17288;tt0313709;movie;Tiyanak;Tiyanak;False;1988;;122.0;['Drama', 'Horror', 'Thriller'];7.1;307.0
17289;tt0313723;movie;The Traveller;The Traveller;False;1989;;96.0;['Drama'];;
17290;tt0313795;movie;Yagmur basladi;Yagmur basladi;False;1989;;68.0;['Drama'];;
17291;tt0313800;movie;Comfort Women;Yeojajeong shindae;False;1985;;87.0;['Drama', 'War'];;
17292;tt0313858;movie;La casa prohibida;La casa prohibida;False;1981;;90.0;['Drama'];4.4;8.0
17293;tt0313890;movie;Chiquita pero picosa;Chiquita pero picosa;False;1986;;90.0;['Comedy', 'Drama'];5.5;31.0
17294;tt0313910;movie;Cocaine Blues;Cocaine Blues;False;1983;;52.0;['Crime', 'Documentary'];6.7;20.0
17295;tt0313916;movie;La combi asesina;La combi asesina;False;1982;;90.0;['Crime', 'Drama'];;
17296;tt0313922;movie;Las computadoras;Las computadoras;False;1982;;85.0;['Comedy', 'Drama'];7.0;27.0
17297;tt0313971;movie;Dil-E-Nadaan;Dil-E-Nadaan;False;1982;;;['Drama', 'Romance'];6.1;49.0
17298;tt0313989;movie;Don ratón y don ratero;Don ratón y don ratero;False;1983;;90.0;['Comedy', 'Crime'];6.5;61.0
17299;tt0313990;movie;Doraemon: Nobita's Little Star Wars;Nobita no uchû shô-sensô;False;1985;;98.0;['Adventure', 'Animation', 'Family'];7.1;434.0
17300;tt0314010;movie;Dynamite;Dynamite;False;1989;;86.0;['Family'];3.2;12.0
17301;tt0314034;movie;Los espíritus patrióticos;Los espíritus patrióticos;False;1989;;92.0;['Comedy'];5.8;9.0
17302;tt0314049;movie;Faisla;Faisla;False;1988;;;['Action', 'Crime', 'Mystery'];6.8;17.0
17303;tt0314087;movie;Frontera;Frontera;False;1980;;95.0;['Action', 'Crime', 'Drama'];6.1;16.0
17304;tt0314122;movie;El gran perro muerto;El gran perro muerto;False;1981;;99.0;['Comedy', 'Drama'];7.3;27.0
17305;tt0314216;movie;Choji Snack Bar;Izakaya Chôji;False;1983;;126.0;['Drama'];6.4;91.0
17306;tt0314221;movie;It Goes Well;Jal dwaegabnida;False;1989;;;['Drama'];;
17307;tt0314228;movie;Devil Returns;Jing hun feng yu ye;False;1982;;88.0;['Drama', 'Horror', 'Thriller'];6.0;28.0
17308;tt0314232;movie;La Jorobada;La Jorobada;False;1981;;90.0;['Drama'];;
17309;tt0314263;movie;Kastilyong buhangin;Kastilyong buhangin;False;1980;;;['Action', 'Drama', 'Musical'];7.7;32.0
17310;tt0314349;movie;Mahayanam;Mahayanam;False;1989;;141.0;['Action', 'Drama'];7.2;150.0
17311;tt0314368;movie;Mentiras;Mentiras;False;1986;;100.0;['Drama'];6.6;16.0
17312;tt0314392;movie;Mojado de nacimiento;Mojado de nacimiento;False;1981;;85.0;['Adventure', 'Drama'];6.5;15.0
17313;tt0314408;movie;Muertes anunciadas;Muertes anunciadas;False;1988;;90.0;['Crime', 'Drama', 'Mystery'];;
17314;tt0314429;movie;Neu-mi;Neumi;False;1980;;100.0;['Drama', 'Romance'];6.4;6.0
17315;tt0314435;movie;Ni de aquí, ni de allá;Ni de aquí, ni de allá;False;1988;;93.0;['Adventure', 'Comedy', 'Drama'];6.9;78.0
17316;tt0314443;movie;Niño pobre, niño rico;Niño pobre, niño rico;False;1985;;100.0;['Comedy', 'Drama', 'Family'];5.9;28.0
17317;tt0314464;movie;Opasnye druzya;Opasnye druzya;False;1980;;97.0;['Crime', 'Drama'];7.1;24.0
17318;tt0314473;movie;Otets i syn;Otets i syn;False;1980;;178.0;['Drama'];6.5;12.0
17319;tt0314486;movie;Para que dure no se apure;Para que dure no se apure;False;1988;;90.0;['Comedy'];5.2;19.0
17320;tt0314495;movie;Los pepenadores de aca;Los pepenadores de aca;False;1985;;90.0;['Comedy', 'Drama'];;
17321;tt0314505;movie;El pichichi del barrio;El pichichi del barrio;False;1989;;89.0;['Comedy'];3.3;16.0
17322;tt0314542;movie;Prontuario de un argentino;Prontuario de un argentino;False;1987;;78.0;['Drama'];5.1;10.0
17323;tt0314544;movie;Proshchalnaya gastrol' 'Artista';Proshchalnaya gastrol' 'Artista';False;1980;;83.0;['Crime', 'Thriller'];5.2;18.0
17324;tt0314570;movie;Relampago;Relampago;False;1987;;90.0;['Action', 'Adventure', 'Comedy'];6.5;10.0
17325;tt0314609;movie;La sangre de nuestra raza;La sangre de nuestra raza;False;1982;;85.0;['Drama', 'Musical'];6.1;14.0
17326;tt0314632;movie;Satanic Sect: The Sent One of God;Secta satánica: el enviado del señor;False;1989;;89.0;['Horror', 'Mystery'];6.2;25.0
17327;tt0314633;movie;El secuestro de los cien millones;El secuestro de los cien millones;False;1980;;95.0;['Adventure', 'Comedy', 'Family'];5.8;8.0
17328;tt0314650;movie;El sexo de los ricos;El sexo de los ricos;False;1981;;95.0;['Drama'];6.0;7.0
17329;tt0314706;movie;Soora Samhaaram;Soora Samhaaram;False;1988;;134.0;['Action', 'Thriller'];6.0;123.0
17330;tt0314710;movie;Sous les draps, les étoiles;Sous les draps, les étoiles;False;1989;;85.0;['Drama'];6.4;7.0
17331;tt0314722;movie;The Stabilizer;The Stabilizer;False;1986;;87.0;['Action'];6.2;328.0
17332;tt0314778;movie;Terror en los barrios;Terror en los barrios;False;1983;;80.0;['Crime', 'Drama', 'Horror'];3.2;10.0
17333;tt0314785;movie;Spring in Autumn;Tian liang hao ge qiu;False;1980;;;['Drama'];;
17334;tt0314799;movie;Las tres tumbas;Las tres tumbas;False;1980;;95.0;['Action', 'Drama', 'Romance'];6.8;21.0
17335;tt0314828;movie;The Vacant Lot;The Vacant Lot;False;1989;;90.0;['Drama', 'Music'];5.4;19.0
17336;tt0314854;movie;Vividores de mujeres;Vividores de mujeres;False;1982;;85.0;['Comedy', 'Drama'];;
17337;tt0314913;movie;The Beast to Die;Yajû shisubeshi;False;1980;;119.0;['Action', 'Crime', 'Drama'];6.7;263.0
17338;tt0314929;movie;Yuan xiang ren;Yuan xiang ren;False;1980;;111.0;['Drama'];7.3;21.0
17339;tt0314932;movie;Carnivorous Animal;Yukshik dongmul;False;1985;;105.0;['Drama'];5.9;39.0
17340;tt0314937;movie;Garden of Children;Zahrada deti;False;1981;;94.0;['Drama'];6.0;9.0
17341;tt0315217;movie;Don Quixote on Asphalt;Asphaltwiui Don Quixote;False;1988;;110.0;['Comedy', 'Family'];;
17342;tt0315250;movie;Bajo otro sol;Bajo otro sol;False;1988;;92.0;['Drama'];;
17343;tt0315303;movie;Bodyguard: Masyong Bagwisa Jr.;Bodyguard: Masyong Bagwisa Jr.;False;1986;;86.0;['Action'];3.4;6.0
17344;tt0315319;movie;Boxer;Boxer;False;1984;;;['Action', 'Drama', 'Sport'];6.4;165.0
17345;tt0315321;movie;Ein brauchbarer Mann;Ein brauchbarer Mann;False;1989;;99.0;['Drama'];;
17346;tt0315349;movie;El Cain del bajio;El Cain del bajio;False;1981;;85.0;['Drama', 'Western'];4.8;8.0
17347;tt0315367;movie;Catatan Si Boy;Catatan Si Boy;False;1987;;;['Drama'];6.9;64.0
17348;tt0315397;movie;River of the First Wedding Night;Choyae taneun kang;False;1986;;105.0;['Drama'];;
17349;tt0315434;movie;La cosecha de mujeres;La cosecha de mujeres;False;1981;;85.0;['Comedy', 'Drama'];;
17350;tt0315462;movie;Dard (Conflict of Emotions);Dard (Conflict of Emotions);False;1981;;;['Crime', 'Drama', 'Family'];7.3;74.0
17351;tt0315500;movie;The Fool;Dolai;False;1985;;110.0;['Action'];5.3;30.0
17352;tt0315501;movie;Fool 2;Dolai 2;False;1986;;105.0;['Action'];4.2;15.0
17353;tt0315502;movie;Imbecile 3;Dolai 3;False;1987;;97.0;['Action'];;
17354;tt0315503;movie;Fool 4: Dune Buggy;Dolai 4: Dune Buggy;False;1988;;96.0;['Action'];;
17355;tt0315515;movie;A Cicada Sings in the City;Doshieseo uneun maemi;False;1985;;100.0;['Drama'];;
17356;tt0315575;movie;El extraño hijo del Sheriff;El extraño hijo del Sheriff;False;1986;;93.0;['Drama', 'Fantasy', 'Horror'];6.5;109.0
17357;tt0315746;movie;Adima Changala;Adima Changala;False;1981;;;['Drama'];7.0;8.0
17358;tt0315784;movie;Ariyappedatha Rahasyam;Ariyappedatha Rahasyam;False;1981;;;['Action', 'Crime', 'Thriller'];6.2;10.0
17359;tt0315800;movie;Bakayarô! 2: Shiawase ni naritai;Bakayarô! 2: Shiawase ni naritai;False;1989;;98.0;['Comedy', 'Drama'];4.3;11.0
17360;tt0315801;movie;Bakayaro! I'm Plenty Mad;Bakayarô!: Watashi okotte masu;False;1988;;93.0;['Comedy', 'Drama'];5.7;30.0
17361;tt0315875;movie;Galiyon Ka Badshah;Galiyon Ka Badshah;False;1989;;;['Action', 'Crime', 'Drama'];5.0;44.0
17362;tt0315893;movie;Ghar Mein Ram Gali Mein Shyam;Ghar Mein Ram Gali Mein Shyam;False;1988;;136.0;['Action', 'Comedy', 'Drama'];4.8;58.0
17363;tt0315900;movie;Suspicion;Giwaku;False;1982;;127.0;['Crime', 'Drama', 'Mystery'];7.2;159.0
17364;tt0315905;movie;Gondola;Gondola;False;1987;;112.0;['Family'];7.2;39.0
17365;tt0315908;movie;The Messengers Hurry;Gontsy speshat;False;1980;;82.0;['Drama', 'History'];;
17366;tt0315931;movie;Winter Hunting;Gyeoul sanyang;False;1982;;90.0;['Crime', 'Drama'];;
17367;tt0315932;movie;Warm Rain in Winter;Gyeoule naelineun bombi;False;1981;;100.0;['Drama'];;
17368;tt0315937;movie;House of the Rising Sun;Haeddeuneun jib;False;1980;;93.0;['Comedy', 'Family'];;
17369;tt0315985;movie;The Houses Are Full of Smoke;The Houses Are Full of Smoke;False;1987;;183.0;['Documentary', 'History', 'War'];7.4;14.0
17370;tt0316001;movie;Fire Women Village;Hwanyeochon;False;1985;;100.0;['Drama'];7.0;6.0
17371;tt0316067;movie;Jugandose la vida;Jugandose la vida;False;1984;;;['Action', 'Adventure', 'Crime'];;
17372;tt0316081;movie;Kaettekita wakadaishô;Kaettekita wakadaishô;False;1981;;98.0;['Comedy'];;
17373;tt0316190;movie;Lorie;Lorie;False;1984;;;['Drama'];6.6;42.0
17374;tt0316205;movie;The Last Secret Love;Majimak milae;False;1980;;110.0;['Drama'];;
17375;tt0316280;movie;Unfinished Song, My Love;Motdabuleun nolae nim;False;1987;;96.0;['Drama'];;
17376;tt0316299;movie;A Don Quixote;Naesalang Don Quixote;False;1989;;98.0;['Drama', 'Family'];2.8;8.0
17377;tt0316303;movie;South and North;Namgwa buk;False;1984;;110.0;['Drama'];;
17378;tt0316339;movie;Nuestro juramento;Nuestro juramento;False;1980;;100.0;['Biography', 'Drama', 'Music'];7.5;8.0
17379;tt0316345;movie;The Aliens and Kong Kong Zombie;Oigyeingwa kongkong gangshi;False;1989;;80.0;['Action', 'Horror', 'Sci-Fi'];4.2;17.0
17380;tt0316369;movie;Padikkathavan;Padikkathavan;False;1985;;129.0;['Drama'];7.1;420.0
17381;tt0316386;movie;Patita;Patita;False;1980;;125.0;['Drama'];6.2;30.0
17382;tt0316432;movie;Power Game;Power Game;False;1989;;90.0;['Action', 'Mystery'];;
17383;tt0316487;movie;Un reverendo trinquetero;Un reverendo trinquetero;False;1982;;90.0;['Comedy', 'Drama', 'Western'];;
17384;tt0316532;movie;San Juan de Dios es Jalisco;San Juan de Dios es Jalisco;False;1982;;90.0;['Drama', 'Music'];;
17385;tt0316544;movie;Sardara Kartara;Sardara Kartara;False;1980;;;['Action', 'Crime', 'Drama'];;
17386;tt0316548;movie;Save the Lady;Save the Lady;False;1982;;75.0;['Adventure', 'Comedy', 'Drama'];6.9;18.0
17387;tt0316553;movie;Schlachtenbummel;Schlachtenbummel;False;1989;;152.0;['Documentary', 'War'];;
17388;tt0316597;movie;The Broken Hearts Club;Shilyeon club;False;1987;;90.0;['Drama', 'Romance'];;
17389;tt0316640;movie;Solo para damas;Solo para damas;False;1981;;83.0;['Comedy'];;
17390;tt0316647;movie;The Girl;Sonyeo;False;1988;;92.0;['Drama'];;
17391;tt0316649;movie;Space Riders;Space Riders;False;1984;;99.0;['Drama', 'Sport'];5.6;37.0
17392;tt0316766;movie;Tip;Tip;False;1988;;100.0;['Romance'];6.9;8.0
17393;tt0316827;movie;Ucha Dar Babe Nanak Da;Ucha Dar Babe Nanak Da;False;1987;;155.0;['Drama', 'Musical'];8.5;104.0
17394;tt0316848;movie;La venganza de Maria;La venganza de Maria;False;1983;;98.0;['Action', 'Crime', 'Drama'];;
17395;tt0316860;movie;La virgen gaucha;La virgen gaucha;False;1987;;70.0;['Drama'];;
17396;tt0316907;movie;A Promise and a Woman;Yaksokhan yeoja;False;1983;;106.0;['Drama', 'Romance'];;
17397;tt0316913;movie;Because I'm a Woman;Yeojaigi daemune;False;1980;;98.0;['Drama', 'Romance'];;
17398;tt0316915;movie;Time of Fever;Yeolbyeong shidae;False;1986;;95.0;['Family'];;
17399;tt0316919;movie;Enchantress Eo-eul;Yohwa Eo-eul udong;False;1987;;90.0;['Drama'];1.9;12.0
17400;tt0316921;movie;Brave Trio;Yong, Ho, Chwi;False;1988;;90.0;['Action', 'Family', 'Fantasy'];;
17401;tt0317062;movie;Aguila;Aguila;False;1980;;210.0;['Action', 'Drama', 'Romance'];7.8;54.0
17402;tt0317077;movie;Anak ng cabron;Anak ng cabron;False;1988;;;['Action', 'Drama'];8.7;34.0
17403;tt0317081;movie;Ang pumatay ng dahil sa iyo;Ang pumatay ng dahil sa iyo;False;1989;;90.0;['Action'];8.8;44.0
17404;tt0317117;movie;Bade Dil Wala;Bade Dil Wala;False;1983;;146.0;['Action', 'Crime', 'Drama'];5.8;134.0
17405;tt0317207;movie;Man with a Nickname;Byeolmyeongbuteun sanai;False;1981;;85.0;['Action'];;
17406;tt0317210;movie;Cain at Abel;Cain at Abel;False;1982;;112.0;['Action', 'Drama'];7.2;107.0
17407;tt0317312;movie;Dance Dance;Dance Dance;False;1987;;153.0;['Action', 'Drama', 'Musical'];6.0;318.0
17408;tt0317327;movie;A Death in the Family;A Death in the Family;False;1987;;50.0;['Drama'];7.4;15.0
17409;tt0317394;movie;Springtime of Mi-mi and Cheol-su;Dyohwa;False;1987;;117.0;['Drama'];3.2;7.0
17410;tt0317395;movie;Dämonen der Städte;Dämonen der Städte;False;1985;;;['Drama'];;
17411;tt0317444;movie;Ethikkara Pakky;Ethikkara Pakky;False;1980;;143.0;['Animation', 'Drama'];5.8;25.0
17412;tt0317539;movie;Gaanam;Gaanam;False;1982;;135.0;['Drama'];;
17413;tt0317543;movie;Galyon;Galyon;False;1980;;92.0;['Action'];5.4;39.0
17414;tt0317568;movie;Get the Terrorists;Get the Terrorists;False;1987;;95.0;['Action'];5.4;38.0
17415;tt0317585;movie;Reversed Enemy;Goejeok goemu;False;1982;;82.0;['Action', 'Fantasy'];;
17416;tt0317593;movie;Gorufu yoakemae;Gorufu yoakemae;False;1987;;90.0;['Comedy'];;
17417;tt0317601;movie;Gran valor;Gran valor;False;1980;;100.0;['Comedy'];5.7;37.0
17418;tt0317637;movie;Hawalaat;Hawalaat;False;1987;;;['Action', 'Crime', 'Drama'];5.7;53.0
17419;tt0317665;movie;Hero Chun-pung;Hogeol Chun-pung;False;1987;;115.0;['Drama'];;
17420;tt0317670;movie;Honba jyoshikou manual: Hatsukoi binetsu-hen;Honba jyoshikou manual: Hatsukoi binetsu-hen;False;1987;;87.0;['Comedy', 'Drama'];;
17421;tt0317683;movie;Chivalrous Man Named Shilsoni;Hyeobgaek shilasoni;False;1980;;87.0;['Action', 'Drama'];;
17422;tt0317764;movie;Twelve Gates of Hell;Jiok 12gwan mun;False;1980;;80.0;['Action', 'Fantasy'];;
17423;tt0317765;movie;Joe Pring: Homicide Manila Police;Joe Pring: Homicide Manila Police;False;1989;;107.0;['Action', 'Crime'];;
17424;tt0317775;movie;Jumbulingam;Jumbulingam;False;1982;;140.0;['Drama', 'History'];6.9;19.0
17425;tt0317810;movie;Karimpana;Karimpana;False;1980;;;['Action', 'Drama'];5.8;23.0
17426;tt0317822;movie;The Red Line;Khatte ghermez;False;1982;;112.0;['Drama', 'Thriller'];5.5;151.0
17427;tt0317832;movie;A Chivalrous Man Named Kim Du-han;Kim Du-hangwa seodaemun;False;1981;;90.0;['Action', 'Drama'];7.8;13.0
17428;tt0317926;movie;Mortuary;Mortuary;False;1983;;130.0;['Thriller'];4.8;25.0
17429;tt0317952;movie;Novia, esposa y amante;Novia, esposa y amante;False;1981;;90.0;['Drama', 'Romance'];5.8;24.0
17430;tt0317979;movie;Passport;Passport;False;1983;;127.0;['Thriller'];;
17431;tt0318014;movie;Raktham;Raktham;False;1981;;;['Drama', 'Mystery', 'Thriller'];;
17432;tt0318042;movie;Sankharsham;Sankharsham;False;1981;;129.0;['Drama'];;
17433;tt0318085;movie;Sree Ayyappanum Vavarum;Sree Ayyappanum Vavarum;False;1982;;;['Action', 'Adventure', 'Drama'];5.4;17.0
17434;tt0318122;movie;Theekkadal;Theekkadal;False;1980;;;['Action', 'Drama', 'Thriller'];;
17435;tt0318136;movie;To Love Again;To Love Again;False;1983;;101.0;['Drama', 'Romance'];5.6;18.0
17436;tt0318277;movie;Aelan;Aelan;False;1989;;115.0;['Drama', 'History'];3.2;21.0
17437;tt0318280;movie;Mr. Hieroglyph;Aghaye hiroglyphe;False;1980;;;['Drama', 'Mystery'];5.3;10.0
17438;tt0318344;movie;Campo Europa;Campo Europa;False;1984;;90.0;['Drama'];;
17439;tt0318346;movie;Cane River;Cane River;False;1982;;104.0;['Drama', 'Romance'];6.7;246.0
17440;tt0318356;movie;Chandrahasam;Chandrahasam;False;1980;;137.0;['Drama'];7.2;7.0
17441;tt0318412;movie;Magdusa ka!;Magdusa ka!;False;1986;;;['Drama'];6.6;11.0
17442;tt0318433;movie;Maaveeran;Maaveeran;False;1986;;157.0;['Action'];5.9;101.0
17443;tt0318446;movie;Miguelito;Miguelito: Batang rebelde;False;1985;;116.0;['Action', 'Drama'];7.5;24.0
17444;tt0318458;movie;Der Mord mit der Schere;Der Mord mit der Schere;False;1984;;;['Comedy', 'Mystery', 'Thriller'];;
17445;tt0318484;movie;Napakasakit, kuya Eddie;Napakasakit, kuya Eddie;False;1986;;;['Drama'];;
17446;tt0318506;movie;Now I Know;Now I Know;False;1988;;;['Comedy', 'Romance'];6.8;14.0
17447;tt0318518;movie;Orinoco;Orinoco;False;1986;;90.0;['Adventure', 'Drama'];5.1;15.0
17448;tt0318521;movie;Godfather of Osaka;Osaka daebu;False;1986;;95.0;['Action', 'Crime'];;
17449;tt0318538;movie;Palipat-lipat, papalit-palit;Palipat-lipat, papalit-palit;False;1982;;;['Drama'];6.6;6.0
17450;tt0318558;movie;Struggle and Prayer;Perjuangan dan Do'a;False;1980;;90.0;['Drama', 'Musical'];;
17451;tt0318667;movie;Scorpion;Scorpion;False;1989;;106.0;['Horror', 'Sci-Fi'];4.8;26.0
17452;tt0318700;movie;Battle with Top-Class Samuri;Sogwon;False;1980;;86.0;['Action'];8.6;29.0
17453;tt0318707;movie;Twelve Branches of Earth;Somun shibi bang;False;1983;;92.0;['Action', 'Fantasy'];;
17454;tt0318776;movie;Tude necemo svoje ne damo;Tude necemo svoje ne damo;False;1984;;;['Documentary', 'War'];;
17455;tt0318779;movie;Tiger Without Tears;Uliji anhneun horangi;False;1984;;91.0;['Action', 'Drama'];;
17456;tt0318789;movie;Unfaithful Wife;Unfaithful Wife;False;1986;;143.0;['Crime', 'Drama'];7.2;23.0
17457;tt0318833;movie;Yeo Shin-yong;Wipali Yeo Shin-yong;False;1982;;85.0;['Action'];;
17458;tt0318837;movie;Challenge of Regret;Wonhanui dojeonjang;False;1983;;98.0;['Action'];;
17459;tt0318845;movie;Cry of a Woman;Yeogokseong;False;1986;;95.0;['Horror', 'Thriller'];6.8;23.0
17460;tt0318846;movie;She Cried Like the Rain;Yeojaneun bicheoleom namjaleul jeokshinda;False;1984;;;['Drama'];;
17461;tt0318847;movie;King Yeonsan;Yeonsangon;False;1987;;133.0;['Drama'];7.1;9.0
17462;tt0318849;movie;Half Piece of Map;Yonghoui sachondeul;False;1981;;85.0;['Action', 'Fantasy'];4.9;19.0
17463;tt0318964;movie;Abhinandana;Abhinandana;False;1988;;130.0;['Drama', 'Romance'];7.9;83.0
17464;tt0318979;movie;Ambigai Neyril Vandhaal;Ambigai Neyril Vandhaal;False;1984;;129.0;['Drama'];6.0;9.0
17465;tt0318983;movie;Amman Koil Kizhakkaalae;Amman Koil Kizhakkaalae;False;1986;;141.0;['Drama'];7.1;82.0
17466;tt0318992;movie;Anbulla Rajanikant;Anbulla Rajanikant;False;1984;;138.0;['Action', 'Drama', 'Family'];6.1;193.0
17467;tt0318993;movie;Andha Oru Nimidam;Andha Oru Nimidam;False;1985;;144.0;['Action', 'Crime', 'Drama'];6.8;67.0
17468;tt0319010;movie;Asesino nocturno;Asesino nocturno;False;1988;;80.0;['Crime', 'Horror', 'Thriller'];4.8;17.0
17469;tt0319027;movie;A Windy, But Pleasant Day;Balambuleo joheun nal;False;1980;;113.0;['Drama', 'Romance'];6.0;75.0
17470;tt0319121;movie;Bulundi;Bulundi;False;1981;;162.0;['Action', 'Crime', 'Drama'];6.5;117.0
17471;tt0319132;movie;Caceria de traficantes;Caceria de traficantes;False;1983;;;['Action', 'Drama', 'Thriller'];3.4;13.0
17472;tt0319144;movie;Cartucho cortado;Cartucho cortado;False;1986;;90.0;['Action', 'Drama'];;
17473;tt0319148;movie;Casos de alarma;Casos de alarma;False;1986;;90.0;['Drama', 'Thriller'];6.1;8.0
17474;tt0319165;movie;Chandrawal;Chandrawal;False;1984;;109.0;['Drama'];8.8;56.0
17475;tt0319182;movie;Chinnabaabu;Chinnabaabu;False;1988;;168.0;['Drama'];8.8;92.0
17476;tt0319190;movie;5 pollas en peligro;5 pollas en peligro;False;1986;;85.0;['Comedy'];;
17477;tt0319235;movie;El cuatrero;El cuatrero;False;1989;;85.0;['Action', 'Adventure', 'Comedy'];6.0;27.0
17478;tt0319251;movie;Daredevil Commandos;Komando Samber Nyawa;False;1986;;95.0;['Action', 'War'];4.5;25.0
17479;tt0319264;movie;De grueso calibre;De grueso calibre;False;1988;;95.0;['Action', 'Crime', 'Drama'];;
17480;tt0319270;movie;Laban kung laban;Laban kung laban;False;1986;;84.0;['Action', 'Drama'];;
17481;tt0319271;movie;Death Doll;Death Doll;False;1989;;82.0;['Horror'];3.8;70.0
17482;tt0319282;movie;Deuda saldada;Deuda saldada;False;1989;;89.0;['Drama'];;
17483;tt0319290;movie;Dharmathin Thalaivan;Dharmathin Thalaivan;False;1988;;142.0;['Action', 'Drama'];6.9;346.0
17484;tt0319326;movie;El dueño del sol;El dueño del sol;False;1987;;115.0;['Drama'];5.9;9.0
17485;tt0319347;movie;Empty Suitcases;Empty Suitcases;False;1980;;49.0;['Drama'];6.7;50.0
17486;tt0319351;movie;Enakkul Oruvan;Enakkul Oruvan;False;1984;;149.0;['Action', 'Drama'];6.5;142.0
17487;tt0319353;movie;Enemigos a muerte;Enemigos a muerte;False;1985;;90.0;['Action', 'Crime', 'Drama'];5.7;14.0
17488;tt0319357;movie;Enga Ooru Paattukkaaran;Enga Ooru Paattukkaaran;False;1987;;120.0;['Drama'];5.8;25.0
17489;tt0319364;movie;Entre compadres te veas;Entre compadres te veas;False;1989;;90.0;['Comedy', 'Drama'];5.9;21.0
17490;tt0319365;movie;Er Woo Dong: The Entertainer;Er woo-dong;False;1985;;110.0;['Drama'];5.7;52.0
17491;tt0319366;movie;People of Dark Streets;Eodongui jashikdeul;False;1981;;100.0;['Drama'];6.7;12.0
17492;tt0319380;movie;Esto es vida;Esto es vida;False;1982;;;['Comedy'];;
17493;tt0319382;movie;Eunhaeseo on Byeolddong dongja;Eunhaeseo on Byeolddong dongja;False;1987;;95.0;['Action', 'Family', 'Sci-Fi'];6.9;15.0
17494;tt0319383;movie;Eunhaeseo on Byeolddong wangja;Eunhaeseo on Byeolddong wangja;False;1987;;85.0;['Action', 'Family', 'Sci-Fi'];7.5;12.0
17495;tt0319384;movie;Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha;Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha;False;1988;;95.0;['Action', 'Family', 'Sci-Fi'];6.6;14.0
17496;tt0319407;movie;Fiera solitaria;Fiera solitaria;False;1987;;90.0;['Action', 'Crime', 'Drama'];7.1;14.0
17497;tt0319428;movie;Furia en la sangre;Furia en la sangre;False;1988;;;['Action', 'Crime', 'Drama'];;
17498;tt0319429;movie;Futbol de alcoba;Futbol de alcoba;False;1988;;90.0;['Comedy'];4.0;19.0
17499;tt0319468;movie;Guru Sishyan;Guru Sishyan;False;1988;;139.0;['Action', 'Comedy'];7.1;427.0
17500;tt0319508;movie;Un hombre de arena;Un hombre de arena;False;1983;;90.0;['Drama'];;
17501;tt0319540;movie;Idhey Naa Savaal;Idhey Naa Savaal;False;1984;;130.0;['Action'];6.1;12.0
17502;tt0319561;movie;Ingeyum Oru Gangai;Ingeyum Oru Gangai;False;1984;;;['Drama'];4.8;8.0
17503;tt0319576;movie;Irupatthi Naalu Mani Neram;Irupatthi Naalu Mani Neram;False;1984;;123.0;['Action', 'Crime', 'Thriller'];6.0;30.0
17504;tt0319577;movie;Isai Paadum Thendral;Isai Paadum Thendral;False;1986;;119.0;['Drama'];;
17505;tt0319583;movie;Ithu Engal Neethi;Ithu Engal Neethi;False;1988;;;['Action', 'Drama'];7.2;87.0
17506;tt0319621;movie;Kaadhal Parisu;Kaadhal Parisu;False;1987;;143.0;['Drama', 'Romance'];5.5;114.0
17507;tt0319622;movie;Kaakki Sattai;Kaakki Sattai;False;1985;;143.0;['Action', 'Comedy', 'Drama'];7.1;299.0
17508;tt0319623;movie;Kaamaagni;Kaamaagni;False;1987;;134.0;['Drama', 'Music'];5.0;13.0
17509;tt0319626;movie;Kadamai Kanniyam Kattupaadu;Kadamai Kanniyam Kattupaadu;False;1987;;;['Crime', 'Drama'];7.8;72.0
17510;tt0319649;movie;Karagattakaran;Karagattakaran;False;1989;;138.0;['Comedy', 'Drama', 'Romance'];7.0;197.0
17511;tt0319650;movie;Caribe: Symphony of Love;Karibu: Ai no shinfoni;False;1985;;101.0;['Romance'];6.1;8.0
17512;tt0319752;movie;Liliacul înfloreste a doua oara;Liliacul înfloreste a doua oara;False;1988;;;['Drama'];4.8;50.0
17513;tt0319777;movie;Un macho en el reformatorio de señoritas;Un macho en el reformatorio de señoritas;False;1989;;90.0;['Comedy'];7.3;30.0
17514;tt0319778;movie;Un macho en el salón de belleza;Un macho en el salón de belleza;False;1987;;90.0;['Comedy'];6.8;30.0
17515;tt0319779;movie;Un macho en la cárcel de mujeres;Un macho en la cárcel de mujeres;False;1986;;95.0;['Comedy'];7.1;59.0
17516;tt0319780;movie;El macho;El macho;False;1987;;90.0;['Comedy', 'Drama'];4.7;24.0
17517;tt0319787;movie;Mahaadev;Mahaadev;False;1989;;131.0;['Action', 'Drama'];5.7;41.0
17518;tt0319805;movie;Manaivi Ready;Manaivi Ready;False;1987;;109.0;['Drama', 'Music'];7.1;43.0
17519;tt0319807;movie;Manchi Manasulu;Manchi Manasulu;False;1986;;131.0;['Drama'];8.6;21.0
17520;tt0319808;movie;Mandhira Punnagai;Mandhira Punnagai;False;1986;;129.0;['Romance', 'Thriller'];6.1;17.0
